id,u,g,r,i,z,run,rerun,camcol,field
5699,18.82573,17.93233,17.72134,17.65002,17.70166,5935,301,3,274
5700,18.97217,17.96626,17.60718,17.44436,17.40065,7712,301,5,327
5701,19.05894,17.08642,16.04519,15.59733,15.24692,4858,301,2,472
5702,17.89923,16.09698,15.27797,14.84222,14.56425,752,301,1,376
5703,19.5798,18.15267,17.56196,17.35357,17.25907,1462,301,5,164
5704,18.15647,16.54456,15.89628,15.62285,15.43809,1729,301,5,251
5705,19.3546,17.93348,17.36696,17.15763,17.05052,5935,301,3,263
5706,17.08711,15.84543,15.36647,15.14455,15.09196,1045,301,4,95
5707,18.7654,17.20161,16.53147,16.25993,16.09463,4152,301,4,49
5708,18.681,17.70644,17.35765,17.07225,16.97593,5194,301,4,667
5709,19.42578,18.82741,17.93065,17.47913,17.17937,2864,301,3,74
5710,19.35717,19.409,19.15229,19.10388,19.04312,2826,301,2,245
5711,18.14254,17.00291,16.61255,16.49344,16.40211,2825,301,6,192
5712,19.54331,18.65026,18.41442,18.29724,18.29704,2964,301,6,279
5713,15.12703,13.48828,14.56617,12.58817,13.11964,3893,301,2,79
5714,16.90725,15.21279,14.38442,13.95901,13.67873,3704,301,6,61
5715,19.58522,19.27884,18.98452,19.00627,18.95616,4829,301,5,49
5716,18.91782,17.93881,17.36545,17.01812,16.85776,4263,301,1,298
5717,19.44201,17.97117,17.22919,16.80342,16.59518,4849,301,2,773
5718,18.97294,17.81398,17.292,17.09892,16.91554,1458,301,3,376
5719,18.17484,17.02322,16.53062,16.20804,16.00415,4671,301,4,78
5720,19.04325,18.14069,17.90259,17.8159,17.82277,4623,301,5,49
5721,19.26322,19.16628,18.79281,18.80436,18.93407,1740,301,4,157
5722,17.53382,15.7467,14.81481,14.33529,13.93522,3705,301,1,135
5723,19.07131,18.63468,18.52671,18.57667,18.4397,3926,301,6,189
5724,19.24443,18.14778,17.53652,17.13988,16.93634,6161,301,5,108
5725,19.04361,17.18398,16.24786,15.8274,15.50483,4382,301,6,112
5726,19.48579,18.6383,18.38098,18.28008,18.25075,3840,301,3,255
5727,19.43352,17.73458,16.83989,16.40476,16.05419,2825,301,3,208
5728,19.38318,18.10893,17.42457,17.04082,16.81894,5140,301,1,123
5729,19.41073,17.77005,16.77051,16.33621,16.00278,5312,301,1,177
5730,17.22239,16.23458,15.90825,15.80213,15.78129,4623,301,5,40
5731,18.30118,17.42696,17.20446,17.10547,17.09457,5326,301,5,30
5732,18.59116,17.37227,16.93169,16.64181,16.48188,4674,301,4,25
5733,18.98946,17.83726,17.34649,17.12594,16.98877,752,301,5,528
5734,19.34748,18.05939,17.58299,17.27999,17.17828,3705,301,2,243
5735,19.25557,17.39717,16.51024,16.08739,15.74317,3841,301,1,166
5736,19.18355,19.04606,19.10253,18.99295,19.02593,2986,301,4,79
5737,19.42895,17.56785,16.68802,16.2755,15.94666,5326,301,3,194
5738,18.48943,17.6059,17.25357,16.90179,16.80261,3712,301,2,142
5739,19.00723,18.09479,17.69274,17.53057,17.45929,2822,301,6,119
5740,16.9395,16.04373,15.80583,15.72685,15.67937,4576,301,5,515
5741,19.00458,17.45544,16.70247,16.26485,15.93693,4576,301,2,252
5742,17.15962,15.74522,15.14252,14.88371,14.76348,2243,301,4,368
5743,,,,,,2662,301,1,247
5744,19.56263,19.02117,18.84662,18.68438,18.35246,4294,301,6,75
5745,19.4338,18.28139,17.6513,17.28176,17.0479,3225,301,2,278
5746,18.60487,16.75584,16.01365,15.73256,15.5933,4832,301,2,170
5747,19.11924,17.3401,16.51226,16.12913,15.79761,1462,301,1,156
5748,19.38803,17.7086,16.83733,16.43647,16.05906,4670,301,2,53
5749,17.01216,15.98072,15.61519,15.42784,15.32899,5976,301,5,186
5750,18.14352,17.06736,16.73592,16.6132,16.58328,752,301,1,376
5751,17.02721,16.159,15.85877,15.72043,15.69999,4649,301,5,133
5752,17.53352,16.37058,16.00279,15.86804,15.83479,1896,301,1,130
5753,19.26804,17.28857,16.33885,15.88103,15.52729,8108,301,5,203
5754,19.19112,17.2618,16.17839,15.62455,15.29708,3557,301,4,44
5755,19.43462,18.49496,18.18153,18.06339,18.02565,4670,301,4,329
5756,14.83813,13.46142,12.73794,12.34376,12.08071,3478,301,5,169
5757,19.15711,17.83603,17.15479,16.7696,16.45304,2986,301,1,97
5758,16.75694,15.33101,14.78893,14.59151,14.518,4649,301,3,162
5759,19.42545,17.72025,16.97733,16.60524,16.30416,5933,301,2,71
5760,15.78705,14.6176,14.293,14.17513,14.17184,6605,301,2,64
5761,19.44765,18.30342,17.93842,17.81474,17.74763,6573,301,6,214
5762,17.39146,15.52328,14.69373,14.32144,14.03739,4576,301,1,433
5763,17.08416,16.08912,15.7318,15.58785,15.53627,1458,301,1,551
5764,19.18724,17.81441,17.07773,16.60428,16.36089,4649,301,3,58
5765,17.74698,16.66175,16.25146,15.87257,15.77816,2125,301,6,176
5766,17.86939,15.79834,14.81149,14.3215,13.95355,3628,301,3,103
5767,19.42565,19.2693,19.59953,19.95436,20.1987,4204,301,3,49
5768,18.85538,17.59312,17.13522,16.82082,16.6408,2243,301,1,331
5769,19.42533,18.11887,17.42116,17.02902,16.79298,2821,301,3,140
5770,19.22426,17.71074,17.34613,17.07568,16.91893,3462,301,4,186
5771,19.3452,17.97622,17.46384,17.13303,17.0192,2986,301,2,244
5772,19.56312,19.28892,19.28823,19.29511,19.10242,7712,301,5,314
5773,16.55054,15.63843,15.37817,15.28875,15.28774,3919,301,3,162
5774,18.66303,16.93413,16.01378,15.58597,15.32151,5714,301,6,196
5775,17.85171,16.27756,15.41731,14.96467,14.63434,3905,301,5,73
5776,18.65464,17.38567,16.89244,16.71535,16.64717,5972,301,5,222
5777,17.73464,16.76866,16.50509,16.41396,16.36916,5314,301,1,55
5778,19.1601,17.6803,16.89604,16.49433,16.17758,3723,301,6,174
5779,18.70694,17.21195,16.70809,16.37623,16.14126,4674,301,4,251
5780,18.5576,16.97074,16.4396,16.26217,16.19077,5976,301,1,123
5781,19.38795,17.84646,17.0527,16.63497,16.35911,5182,301,3,133
5782,19.52741,18.47144,18.11355,17.99294,17.94835,4851,301,2,64
5783,18.14654,16.37877,15.63106,15.30297,15.13989,4128,301,5,211
5784,16.51853,15.40153,15.2884,15.27313,15.33356,5972,301,1,33
5785,19.38453,18.4697,18.20737,18.10943,18.07241,3187,301,1,47
5786,19.25164,18.85053,18.9085,18.97425,19.09275,4204,301,3,164
5787,19.31779,17.69476,16.73582,16.32572,15.97976,4192,301,4,158
5788,19.23849,19.11285,18.97718,18.8366,18.85045,3225,301,6,214
5789,19.48912,17.81302,17.00356,16.62744,16.31297,4552,301,4,53
5790,19.35124,19.21257,19.14844,19.10579,19.09694,3958,301,3,46
5791,18.40553,17.29774,16.86467,16.68906,16.61367,1729,301,4,443
5792,19.50316,18.99034,19.11461,19.09135,18.87924,4570,301,4,98
5793,18.88286,18.06301,17.7181,17.45154,17.40914,4263,301,4,120
5794,19.4813,18.10759,17.6029,17.37697,17.37402,1331,301,3,218
5795,18.7736,16.44098,15.49045,15.18604,15.0322,6708,301,1,67
5796,19.44998,17.9937,17.24882,16.79487,16.47947,4674,301,5,108
5797,18.58088,17.38426,16.82704,16.4581,16.27394,4670,301,5,59
5798,19.4272,18.28398,17.8206,17.66697,17.64019,1666,301,1,304
5799,18.13765,16.90849,16.39858,16.15639,16.0609,2125,301,3,225
5800,19.30827,17.44621,16.52845,16.0889,15.7349,3893,301,3,175
5801,18.51933,17.54444,17.19286,17.05943,17.03341,4851,301,4,53
5802,19.45649,19.25044,19.1407,19.0452,18.82629,7718,301,1,171
5803,19.52017,17.8731,16.89938,16.32164,15.94123,6574,301,1,166
5804,17.82256,16.30606,15.72208,15.50732,15.39153,2728,301,3,369
5805,18.96351,18.69243,18.9853,19.26232,19.395,4294,301,2,95
5806,19.11941,18.1198,17.65307,17.38353,17.22773,4294,301,1,49
5807,19.26749,17.20362,16.1852,15.70135,15.35423,2125,301,1,242
5808,19.11058,17.14122,16.14516,15.68361,15.30926,5396,301,1,18
5809,19.12925,17.35267,16.46362,16.06139,15.69647,2391,301,2,58
5810,19.37076,18.29038,17.90918,17.68286,17.55029,2379,301,6,92
5811,19.31395,17.89221,17.32557,17.12881,17.03786,5060,301,5,189
5812,18.69458,17.22907,16.48376,16.06538,15.76189,1140,301,6,276
5813,,,,,,752,301,2,346
5814,18.76226,18.2898,18.30016,18.48065,18.17654,1729,301,5,206
5815,18.9125,18.19154,18.17871,17.86215,17.89462,3926,301,2,44
5816,19.28396,17.28987,16.21448,15.74384,15.35376,7773,301,2,319
5817,19.42857,18.03607,17.3186,16.91965,16.66727,3699,301,4,183
5818,17.89572,16.92801,16.60075,16.46079,16.41339,4010,301,5,163
5819,19.56908,18.20449,17.67821,17.48122,17.40844,4874,301,2,629
5820,19.0563,17.0547,16.10643,15.6534,15.31086,2583,301,3,78
5821,18.14494,16.83503,16.37817,16.22304,16.14241,5060,301,3,63
5822,19.55792,17.57619,16.60332,16.08239,15.64344,7767,301,6,43
5823,16.13873,14.72339,14.05846,13.6816,13.43923,3919,301,1,235
5824,18.25858,16.33131,15.45301,15.04537,14.70339,2247,301,2,53
5825,18.23092,16.95674,17.0588,17.16682,17.21886,1729,301,4,335
5826,17.78593,16.68146,16.24199,16.06222,15.97661,5817,301,5,131
5827,19.35779,17.3963,16.48006,16.07515,15.76463,3031,301,1,442
5828,18.79082,17.68466,17.30468,17.08695,16.96871,4344,301,4,37
5829,18.9046,17.97355,17.71139,17.63591,17.60275,3918,301,3,247
5830,18.48325,16.99113,16.28538,15.87368,15.6452,2662,301,1,266
5831,18.58976,17.47464,16.98162,16.61206,16.40357,2864,301,6,75
5832,18.797,17.85712,17.4457,17.07574,16.99385,1350,301,4,442
5833,18.11067,16.84973,16.20988,15.95089,15.77186,3643,301,5,70
5834,18.6384,18.53317,18.25663,18.3126,18.3772,4570,301,1,15
5835,19.11052,17.97488,17.51076,17.17955,17.03908,3225,301,2,78
5836,18.5298,17.20181,16.68587,16.50419,16.51068,4263,301,6,203
5837,19.06018,18.64741,18.56891,18.53606,18.56101,3699,301,4,113
5838,,,,,,5071,301,3,171
5839,19.28912,17.49796,16.50064,16.08811,15.70474,5194,301,3,588
5840,19.40837,19.17556,18.98659,18.7663,18.77802,3918,301,2,313
5841,19.57449,17.79072,16.82987,16.3623,15.92147,5314,301,1,28
5842,17.97194,16.67764,16.11576,15.77521,15.56173,3015,301,6,339
5843,19.27022,18.16259,17.69707,17.41632,17.23768,3893,301,4,247
5844,17.31874,15.94358,15.4705,15.3168,15.25982,1412,301,5,113
5845,19.22423,17.36871,16.50053,16.09679,15.75627,4649,301,4,67
5846,17.80633,16.30081,15.61257,15.32514,15.16923,3557,301,5,58
5847,18.60375,16.70795,15.76455,15.30532,14.95712,3630,301,5,40
5848,18.47557,18.3144,18.06832,18.08072,18.15821,2304,301,1,320
5849,19.1723,18.04503,17.62094,17.37374,17.27428,6372,301,5,110
5850,17.50014,15.63427,14.72326,14.27019,13.89903,2391,301,2,152
5851,17.94658,15.86284,14.89467,14.46465,14.14877,2247,301,5,316
5852,19.53931,18.38192,18.19684,18.13375,18.0921,5972,301,4,191
5853,18.84656,17.9186,17.71599,17.52096,17.45612,2826,301,2,259
5854,19.19895,18.20667,17.89395,17.78518,17.76091,4294,301,2,42
5855,19.51505,18.10424,17.53982,17.37115,17.27305,6573,301,1,173
5856,19.57875,17.72388,16.91112,16.54482,16.24891,3992,301,2,162
5857,19.50233,18.36829,17.94602,17.7611,17.70649,2987,301,1,97
5858,19.59787,17.23488,16.15919,15.71609,15.42938,6003,301,5,201
5859,18.18902,17.02259,16.47371,16.23875,16.11771,4204,301,3,172
5860,19.41368,17.93106,17.25835,16.86277,16.61951,1740,301,5,103
5861,17.22749,15.19691,14.316,13.87106,13.5324,4263,301,1,209
5862,17.74676,16.47966,15.99315,15.65771,15.51623,5972,301,4,228
5863,18.56461,18.56804,18.51599,18.151,18.16848,4829,301,3,44
5864,17.30785,15.01501,12.56092,11.67402,11.39728,5396,301,2,175
5865,19.57186,17.58208,16.60811,16.17473,15.83418,2986,301,3,39
5866,17.76978,16.91181,16.6157,16.53797,16.4752,7712,301,1,142
5867,19.53078,17.68215,16.66819,16.20047,15.84004,3971,301,5,97
5868,17.96162,15.9791,15.05844,14.60292,14.27388,2243,301,2,250
5869,18.15339,18.14934,17.88019,17.8473,17.80203,756,301,6,465
5870,18.44381,17.52959,17.29058,17.17634,17.1611,2830,301,2,144
5871,19.23918,17.44538,16.56418,16.17612,15.85635,5182,301,5,141
5872,19.18609,18.11509,17.72865,17.58686,17.50287,4335,301,6,134
5873,18.70528,17.51332,17.07208,16.90119,16.82316,2335,301,4,91
5874,19.33305,17.64699,16.64043,16.20899,15.871,5935,301,3,128
5875,17.5785,15.95461,15.34093,15.12368,15.03129,6585,301,2,123
5876,19.27994,17.8302,17.20006,16.95502,16.83301,3958,301,6,171
5877,18.83949,18.52384,18.19347,18.10509,18.05982,1739,301,3,314
5878,15.71013,14.17265,13.5372,13.19346,12.91655,3530,301,3,296
5879,18.47872,17.38947,16.81613,16.36994,16.22532,1231,301,1,118
5880,19.40019,18.34034,17.82438,17.64659,17.51133,752,301,1,380
5881,19.11908,18.23189,17.85326,17.63223,17.40846,1737,301,2,66
5882,17.81966,16.53258,16.0408,15.87166,15.91033,4633,301,5,66
5883,16.74109,17.06793,17.56057,17.90867,18.23818,4851,301,2,60
5884,18.71525,17.43857,16.69609,16.27273,15.99672,3841,301,6,180
5885,19.04471,18.12473,17.84603,17.74108,17.71702,5598,301,6,34
5886,,,,,,5194,301,5,289
5887,18.71531,17.62901,17.19465,17.04819,16.96982,756,301,6,376
5888,18.43605,16.90974,16.24628,15.89105,15.63954,2826,301,1,270
5889,19.0759,17.80419,17.32721,17.01904,16.85455,2076,301,5,56
5890,17.29385,16.11736,15.50866,15.1823,14.89774,2125,301,4,300
5891,18.72743,17.84326,17.53372,17.39624,17.34895,4678,301,4,121
5892,19.03773,18.75795,18.22787,18.09796,17.55507,4208,301,4,168
5893,16.8327,15.79178,15.44503,15.31317,15.29355,3705,301,1,237
5894,19.1655,17.81856,17.28066,17.09168,16.99985,1239,301,5,64
5895,16.32733,15.13146,14.76751,14.70854,14.57244,6177,301,4,51
5896,19.49378,17.95821,17.13205,16.71111,16.38751,3704,301,3,169
5897,18.70374,17.23742,16.47322,16.05718,15.77985,4294,301,2,125
5898,18.84183,17.53301,16.82429,16.41179,16.11999,2711,301,3,139
5899,17.59764,16.48458,16.02085,15.74918,15.52648,2700,301,2,101
5900,19.08358,17.51714,16.8473,16.51683,16.29489,5972,301,6,262
5901,17.0635,15.6467,15.0451,14.66054,14.41205,3704,301,2,118
5902,18.07262,16.76207,16.2438,15.9452,15.74417,5330,301,5,81
5903,17.58547,16.24932,15.78926,15.63114,15.56178,2989,301,6,70
5904,18.25913,17.00543,16.38467,16.00621,15.76995,4504,301,4,218
5905,19.52522,18.19422,17.59277,17.25991,17.02342,1231,301,2,51
5906,12.30349,10.6718,10.1946,10.05509,10.65056,3919,301,3,233
5907,18.92093,17.61626,17.01135,16.7305,16.58053,5137,301,5,104
5908,19.53062,17.49361,16.46905,16.01364,15.61242,1458,301,4,507
5909,19.21419,17.65215,16.8919,16.50805,16.22461,2243,301,5,251
5910,18.93569,17.38664,16.59602,16.12483,15.83384,3704,301,5,28
5911,18.78638,17.48845,16.82578,16.41308,16.24944,2826,301,3,247
5912,19.05056,17.58573,16.77935,16.32048,16.00379,2247,301,6,220
5913,18.90678,17.70682,17.33002,17.07721,16.9391,2826,301,5,279
5914,19.09377,16.9812,15.9995,15.59573,15.27804,2883,301,4,133
5915,19.1978,17.57055,16.70846,16.29958,16.0046,5972,301,5,208
5916,19.45841,17.45768,16.41416,15.97399,15.58739,2248,301,4,179
5917,19.33785,18.40355,18.2679,18.2634,18.33781,4858,301,3,454
5918,17.73695,15.78106,14.92433,14.49437,14.17469,5071,301,2,94
5919,19.30682,18.06248,17.45487,17.12434,16.91238,3712,301,4,181
5920,18.50388,18.22112,17.9324,17.85206,17.71725,3699,301,2,167
5921,17.55998,16.05409,15.32374,14.92587,14.61391,3705,301,3,369
5922,19.20049,17.84071,17.13647,16.74129,16.47249,3971,301,5,141
5923,19.30069,18.17177,17.55274,17.2071,16.94205,4674,301,3,183
5924,17.59288,16.63867,16.32279,16.19574,16.18114,7881,301,5,85
5925,,,,,,3704,301,5,80
5926,18.14021,17.85284,17.75994,17.74549,17.64877,2826,301,3,252
5927,19.24261,18.10264,17.54756,17.23556,17.02882,3893,301,4,137
5928,19.59255,17.57385,16.5424,16.11305,15.7552,1412,301,4,196
5929,17.98441,16.89457,16.44675,16.26173,16.16233,752,301,4,548
5930,19.43036,18.34446,17.78661,17.33539,17.17126,2125,301,2,109
5931,16.02345,15.13162,14.78294,14.69835,14.61011,4649,301,5,136
5932,18.97499,17.52242,16.7388,16.31294,16.0227,1458,301,2,614
5933,17.402,15.92306,15.3735,15.15961,15.04806,2825,301,1,50
5934,19.5545,18.30814,17.89283,17.71933,17.69349,1412,301,2,69
5935,18.63064,17.18221,16.66804,16.47276,16.41821,1740,301,4,148
5936,16.4215,15.39151,14.80147,14.51793,14.17867,1740,301,4,166
5937,,,,,,4682,301,3,220
5938,19.22148,17.32351,16.40081,15.93512,15.64161,4671,301,4,151
5939,17.49267,15.63244,14.74535,14.30847,14.05361,5183,301,2,202
5940,18.36752,18.17421,18.03921,18.00493,17.2503,2986,301,1,137
5941,18.89454,18.39411,18.37938,18.31115,18.41273,5972,301,1,175
5942,17.51927,16.55829,16.28494,16.17082,16.1253,4010,301,5,172
5943,19.43657,17.55271,16.53887,16.07576,15.68224,1331,301,4,86
5944,19.33398,17.87333,17.18791,16.81919,16.66662,4649,301,4,170
5945,18.55884,17.13014,16.44653,16.03931,15.7678,3903,301,4,21
5946,18.64677,17.36382,16.82576,16.54986,16.32283,5973,301,1,128
5947,19.51164,17.94091,16.97047,16.5112,16.17225,2964,301,1,321
5948,17.29337,16.38183,16.05798,15.92666,15.88404,5183,301,4,370
5949,19.20905,18.30488,17.95527,17.83404,17.78404,4649,301,4,37
5950,19.21833,18.07261,17.27807,16.7745,16.65537,4294,301,1,19
5951,18.61528,17.40874,16.85716,16.62737,16.49369,752,301,1,377
5952,19.20283,18.32013,18.09464,17.95058,17.98537,4649,301,6,71
5953,19.45914,18.10375,17.40089,17.14766,17.04412,3893,301,5,297
5954,19.44081,17.28699,16.27063,15.82463,15.49914,8095,301,1,442
5955,18.40691,17.00731,16.93095,16.9195,16.97246,4517,301,2,43
5956,18.96795,18.66258,18.79676,17.98446,17.73381,5657,301,1,76
5957,19.13076,17.70709,16.79247,16.36,16.09514,1458,301,4,688
5958,19.40099,17.91154,17.33025,17.12958,16.97551,4294,301,6,129
5959,19.49663,17.71839,16.79006,16.33199,15.97563,8142,301,2,56
5960,18.78902,17.69441,17.25005,16.9419,16.80951,3704,301,2,66
5961,19.54337,19.32618,19.20796,19.05025,19.1456,3893,301,4,333
5962,19.07779,17.60283,16.92079,16.5426,16.28396,5061,301,3,346
5963,19.57407,17.95692,17.02948,16.63537,16.25938,3704,301,4,157
5964,19.36409,18.01856,17.45161,17.22348,17.14956,1740,301,2,125
5965,17.41542,14.44648,12.88223,15.46076,12.03935,4144,301,3,143
5966,19.06203,17.99487,17.60773,17.42834,17.34061,3438,301,6,140
5967,17.82909,15.85256,14.90645,14.42314,14.02085,2243,301,3,277
5968,18.66423,17.24209,16.73908,16.53295,16.43264,2243,301,3,181
5969,16.79569,15.54018,15.65286,15.77453,15.82782,5403,301,3,127
5970,19.00122,18.06892,17.51449,17.13606,17.0153,3704,301,4,34
5971,19.24337,18.9067,18.59203,18.55247,18.63581,8109,301,3,126
5972,18.98194,17.07672,16.25654,15.9436,15.76659,1140,301,6,140
5973,19.34952,17.78894,17.05133,16.62996,16.26761,2391,301,1,59
5974,19.19271,17.70863,16.7603,16.28429,15.93844,5182,301,5,112
5975,18.95188,17.9576,17.67815,17.56697,17.56754,7908,301,6,98
5976,19.35507,18.44205,18.17382,18.09207,18.09085,2987,301,5,110
5977,19.35671,18.13023,17.61128,17.26139,17.07824,5224,301,4,239
5978,16.41118,15.30712,14.75604,14.42269,14.14028,3919,301,1,96
5979,18.39367,17.17284,16.56382,16.30503,16.1727,2662,301,1,162
5980,18.52658,17.55604,17.25163,17.13591,17.10925,1239,301,1,21
5981,19.17377,17.69568,17.12469,16.95187,16.83429,5403,301,5,197
5982,18.23597,16.21595,15.29784,14.85973,14.5093,4829,301,4,34
5983,18.34463,17.29886,16.85078,16.67244,16.60964,3644,301,2,127
5984,19.35599,19.18112,19.17063,18.89833,18.81859,4208,301,2,144
5985,18.69156,17.77652,17.41641,17.30493,17.27917,3600,301,3,41
5986,18.64876,16.69464,15.7396,15.30786,14.97766,2379,301,5,50
5987,17.53892,16.55445,16.19559,16.0553,16.04226,3840,301,5,108
5988,17.99481,16.17196,15.30049,14.87194,14.5582,3903,301,5,42
5989,18.75727,17.68543,17.14747,16.73552,16.55397,4002,301,2,160
5990,17.1779,15.96155,15.83479,15.82751,15.87919,2391,301,3,185
5991,19.51794,17.47161,16.44063,16.00919,15.65241,5972,301,2,219
5992,18.87564,17.71374,17.17868,16.94747,16.78206,4829,301,6,205
5993,19.29305,18.75263,18.50786,18.22111,18.29846,4264,301,4,121
5994,19.49154,17.81525,17.1383,16.75915,16.46614,2391,301,2,141
5995,17.53849,15.78786,14.9577,14.50264,14.2035,756,301,4,211
5996,17.92434,16.98388,16.76026,16.69726,16.69075,5061,301,5,342
5997,18.60927,17.08812,16.44142,16.20297,16.08978,5060,301,1,192
5998,17.83878,16.82874,16.49422,16.36767,16.3498,3926,301,6,48
5999,19.41248,17.87399,17.24001,17.0096,16.87675,4134,301,1,78
6000,17.45297,16.56402,16.25883,16.13537,16.10513,4674,301,3,108
6001,17.54879,15.63899,14.67341,14.21682,13.90768,5183,301,5,300
6002,19.05438,17.30474,16.47935,16.07826,15.813,3813,301,4,211
6003,16.47357,15.36717,15.01811,14.89204,14.87496,4887,301,2,225
6004,18.99123,18.06203,17.64199,17.48929,17.40047,3058,301,4,81
6005,18.05795,16.7012,16.17307,15.96004,15.86647,1904,301,5,201
6006,19.04665,18.11063,17.83587,17.71499,17.70689,4516,301,1,22
6007,19.47073,18.26081,17.65377,17.34462,17.17788,3893,301,1,161
6008,19.35008,19.11434,18.79756,18.78756,18.82736,4588,301,5,44
6009,19.3484,17.6153,16.56386,16.07457,15.70199,1904,301,3,329
6010,18.34363,17.28579,16.89252,16.68746,16.5956,5322,301,5,62
6011,18.23308,17.35647,16.96434,16.7969,16.77503,2964,301,1,157
6012,19.10455,17.82092,17.32928,16.97721,16.82495,3927,301,4,83
6013,16.2455,14.51892,13.74011,13.33729,13.01315,1231,301,6,54
6014,18.96363,17.745,17.14188,16.83234,16.66681,3900,301,5,502
6015,18.56128,16.84219,15.9632,15.55408,15.26313,3958,301,5,78
6016,19.20091,18.07335,17.65812,17.41457,17.22145,1345,301,2,625
6017,19.49257,19.4262,19.44579,19.18817,19.18898,3699,301,4,104
6018,19.20002,17.16472,16.24409,15.80013,15.4664,4569,301,3,232
6019,19.40731,17.52118,16.55931,16.11963,15.78016,4204,301,3,33
6020,18.81351,17.74089,17.30666,16.93558,16.80709,1239,301,6,143
6021,19.58508,19.038,18.87814,18.62866,18.67508,1907,301,4,80
6022,17.12342,16.0138,15.66756,15.5507,15.5409,2243,301,4,386
6023,17.61135,16.0351,15.42606,15.23579,15.18021,5060,301,2,141
6024,18.76088,16.96046,16.15665,15.78706,15.51277,2243,301,1,311
6025,18.10843,17.62566,17.70644,17.825,17.99884,6573,301,6,228
6026,19.57815,18.39671,17.62652,17.19364,16.9009,4470,301,3,72
6027,19.44389,18.39817,17.72203,17.35836,17.13498,3705,301,4,210
